ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6340593,HP428605,06/30/2008 03:30:00 PM,007XX E 88TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0632,006,6,44,26,1182632,1846790,2008,02/04/2016 06:33:39 AM,41.734800055,-87.606497662,"(41.734800055, -87.606497662)"
6340594,HP428836,07/01/2008 12:00:00 AM,030XX N CENTRAL PARK AVE,0870,THEFT,POCKET-PICKING,SIDEWALK,false,false,1412,014,35,21,06,1151871,1919566,2008,02/04/2016 06:33:39 AM,41.935164383,-87.717281372,"(41.935164383, -87.717281372)"
6340596,HP424787,06/30/2008 09:30:00 AM,086XX S LAFAYETTE AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,false,false,0622,006,21,44,11,1177447,1847606,2008,02/04/2016 06:33:39 AM,41.73715785,-87.625468558,"(41.73715785, -87.625468558)"
6340597,HP424967,06/30/2008 01:26:58 PM,008XX E 79TH ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,0624,006,6,69,26,1183364,1852811,2008,02/04/2016 06:33:39 AM,41.751305337,-87.603628907,"(41.751305337, -87.603628907)"
6340598,HP425605,06/06/2008 05:00:00 PM,093XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0634,006,6,49,14,1179233,1843139,2008,02/04/2016 06:33:39 AM,41.724859352,-87.619061036,"(41.724859352, -87.619061036)"
6340599,HP426723,07/01/2008 10:30:00 AM,082XX S DREXEL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0631,006,8,44,14,1183666,1850623,2008,02/04/2016 06:33:39 AM,41.745294201,-87.602590331,"(41.745294201, -87.602590331)"
6340600,HP426782,06/30/2008 09:00:00 AM,085XX S DREXEL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0632,006,8,44,06,1183713,1848605,2008,02/04/2016 06:33:39 AM,41.739755496,-87.602480917,"(41.739755496, -87.602480917)"
6340605,HP426871,07/01/2008 11:34:00 AM,079XX S VERNON AVE,0460,BATTERY,SIMPLE,STREET,true,false,0624,006,6,44,08B,1180622,1852418,2008,02/04/2016 06:33:39 AM,41.750290278,-87.613688947,"(41.750290278, -87.613688947)"
6340607,HP426910,06/26/2008 02:00:00 PM,078XX S WINCHESTER AVE,0610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,false,false,0611,006,18,71,05,1164718,1852752,2008,02/04/2016 06:33:39 AM,41.751557071,-87.671959015,"(41.751557071, -87.671959015)"
6340608,HP429015,07/02/2008 12:00:00 AM,030XX W CORTLAND ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1421,014,26,22,06,1155717,1912465,2008,02/04/2016 06:33:39 AM,41.915601979,-87.703338843,"(41.915601979, -87.703338843)"
6340610,HP428810,07/02/2008 10:43:00 AM,110XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0513,005,9,49,14,1178209,1831939,2008,02/04/2016 06:33:39 AM,41.694148281,-87.623150288,"(41.694148281, -87.623150288)"
6340611,HP427055,06/30/2008 08:00:00 AM,082XX S DREXEL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0631,006,8,44,05,1183667,1850616,2008,02/04/2016 06:33:39 AM,41.745274969,-87.602586885,"(41.745274969, -87.602586885)"
6340612,HP427115,07/01/2008 02:15:00 PM,079XX S MARSHFIELD AVE,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,0611,006,21,71,06,1166727,1851906,2008,02/04/2016 06:33:39 AM,41.749192914,-87.66462106,"(41.749192914, -87.66462106)"
6340613,HP427171,07/01/2008 12:00:00 PM,078XX S LOOMIS BLVD,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0612,006,17,71,08B,1168361,1852683,2008,02/04/2016 06:33:39 AM,41.751290104,-87.658611111,"(41.751290104, -87.658611111)"
6340617,HP426509,07/01/2008 08:30:00 AM,066XX S WOODLAWN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0321,003,5,42,14,1185359,1861128,2008,02/04/2016 06:33:39 AM,41.774081309,-87.596057073,"(41.774081309, -87.596057073)"
6340618,HP424077,06/29/2008 10:59:19 PM,016XX W HOWARD ST,0460,BATTERY,SIMPLE,CTA TRAIN,false,false,2422,024,49,1,08B,1163750,1950346,2008,02/04/2016 06:33:39 AM,42.019383301,-87.67275327,"(42.019383301, -87.67275327)"
6340620,HP425001,06/23/2008 04:37:00 PM,056XX S WESTERN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,true,0824,008,16,63,26,1161322,1867544,2008,02/04/2016 06:33:39 AM,41.79221937,-87.683994549,"(41.79221937, -87.683994549)"
6340621,HP428280,06/02/2008 12:45:00 AM,077XX S COLFAX AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0421,004,7,43,08A,1194864,1854172,2008,02/04/2016 06:33:39 AM,41.754764657,-87.561443041,"(41.754764657, -87.561443041)"
6340622,HP428203,07/01/2008 11:10:00 PM,014XX W 73RD PL,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0734,007,17,67,08B,1167567,1855994,2008,02/04/2016 06:33:39 AM,41.76039299,-87.661425975,"(41.76039299, -87.661425975)"
6340624,HP427123,07/01/2008 02:30:00 PM,029XX W MADISON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1124,011,2,27,16,1156883,1899881,2008,02/04/2016 06:33:39 AM,41.881046784,-87.699396664,"(41.881046784, -87.699396664)"
6340626,HP413469,06/24/2008 01:50:00 PM,013XX S LAWNDALE AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,false,false,1011,010,24,29,26,1151919,1893608,2008,02/04/2016 06:33:39 AM,41.86393215,-87.717789436,"(41.86393215, -87.717789436)"
6340629,HP420828,06/28/2008 06:13:00 AM,100XX W OHARE ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT/AIRCRAFT,true,false,1651,016,41,76,26,1100658,1934241,2008,02/04/2016 06:33:39 AM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
6340632,HP428851,06/10/2008 10:00:00 AM,064XX S PEORIA ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0723,007,16,68,06,1171416,1862040,2008,02/04/2016 06:33:39 AM,41.776900588,-87.647142509,"(41.776900588, -87.647142509)"
6340635,HP427448,07/01/2008 04:40:08 PM,071XX S BELL AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0832,008,18,66,08A,1162640,1857268,2008,02/04/2016 06:33:39 AM,41.763993213,-87.679448146,"(41.763993213, -87.679448146)"
6340636,HP425108,06/30/2008 02:40:00 PM,037XX W THOMAS ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,1112,011,27,23,04B,1151427,1907079,2008,02/04/2016 06:33:39 AM,41.900907679,-87.719241702,"(41.900907679, -87.719241702)"
6340637,HP426581,07/01/2008 08:37:19 AM,043XX W CORTEZ ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1111,011,37,23,18,1147125,1906639,2008,02/04/2016 06:33:39 AM,41.899783689,-87.735054676,"(41.899783689, -87.735054676)"
6340639,HP428145,07/01/2008 11:47:00 PM,004XX N LARAMIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,1532,015,28,25,08B,1141629,1902341,2008,02/04/2016 06:33:39 AM,41.888092864,-87.755348129,"(41.888092864, -87.755348129)"
6340640,HP428347,07/02/2008 01:58:45 AM,076XX S PHILLIPS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,false,0421,004,7,43,08B,1193860,1854685,2008,02/04/2016 06:33:39 AM,41.756197029,-87.565105547,"(41.756197029, -87.565105547)"
6340645,HP426471,06/30/2008 07:00:00 PM,019XX E 73RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0333,003,5,43,14,1190646,1856625,2008,02/04/2016 06:33:39 AM,41.761598705,-87.576821447,"(41.761598705, -87.576821447)"
6340646,HP428225,07/02/2008 12:16:00 AM,126XX S WALLACE ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0523,005,9,53,03,1174612,1821114,2008,02/04/2016 06:33:39 AM,41.664523393,-87.636640271,"(41.664523393, -87.636640271)"
6340648,HP428525,07/01/2008 07:00:00 PM,057XX N ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2011,020,40,2,14,1157965,1938006,2008,02/04/2016 06:33:39 AM,41.985642437,-87.694380296,"(41.985642437, -87.694380296)"
6340649,HP425615,06/30/2008 06:50:00 PM,086XX S KEDZIE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,0835,008,18,70,24,1156550,1847138,2008,02/04/2016 06:33:39 AM,41.736319732,-87.702042017,"(41.736319732, -87.702042017)"
6340651,HP428059,07/01/2008 10:33:00 PM,060XX N CLAREMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2413,024,40,2,14,1159560,1940056,2008,02/04/2016 06:33:39 AM,41.991234916,-87.688457201,"(41.991234916, -87.688457201)"
6340653,HP428255,07/02/2008 12:11:00 AM,059XX S ROCKWELL ST,0810,THEFT,OVER $500,SIDEWALK,false,false,0824,008,16,66,06,1160054,1865279,2008,02/04/2016 06:33:39 AM,41.78603009,-87.688706406,"(41.78603009, -87.688706406)"
6340655,HP426875,07/01/2008 12:06:49 PM,049XX W CHICAGO AVE,0460,BATTERY,SIMPLE,STREET,false,false,1531,015,37,25,08B,1143369,1904863,2008,02/04/2016 06:33:39 AM,41.89498119,-87.748895094,"(41.89498119, -87.748895094)"
6340656,HP420856,06/28/2008 07:09:00 AM,100XX W OHARE ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT/AIRCRAFT,false,false,1651,016,41,76,26,1100658,1934241,2008,02/04/2016 06:33:39 AM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
6340658,HP427050,07/01/2008 01:44:49 PM,011XX W WILSON AVE,2027,NARCOTICS,POSS: CRACK,PARKING LOT/GARAGE(NON.RESID.),true,false,2311,019,46,3,18,1167612,1930696,2008,02/04/2016 06:33:39 AM,41.96538061,-87.659110921,"(41.96538061, -87.659110921)"
6340661,HP427835,07/01/2008 07:00:00 AM,019XX E 73RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0333,003,5,43,14,1190573,1856623,2008,02/04/2016 06:33:39 AM,41.761594979,-87.577089059,"(41.761594979, -87.577089059)"
6340665,HP428267,07/02/2008 01:11:29 AM,0000X E 104TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0512,005,9,49,26,1178613,1836032,2008,02/04/2016 06:33:39 AM,41.705370896,-87.621547299,"(41.705370896, -87.621547299)"
6340666,HP426073,06/30/2008 11:00:00 PM,039XX N CICERO AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,true,false,1634,016,45,15,16,1143669,1925570,2008,02/04/2016 06:33:39 AM,41.951797683,-87.74727349,"(41.951797683, -87.74727349)"
6340668,HP428743,07/02/2008 10:30:00 AM,012XX W 59TH ST,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0713,007,16,67,06,1169094,1865656,2008,02/04/2016 06:33:39 AM,41.786873855,-87.655550394,"(41.786873855, -87.655550394)"
6340670,HP427036,07/01/2008 12:55:00 PM,060XX S WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PUBLIC, BUILDING",false,false,0311,003,20,40,26,1177754,1864884,2008,02/04/2016 06:33:39 AM,41.784563687,-87.6238217,"(41.784563687, -87.6238217)"
6340671,HP425611,06/30/2008 06:41:08 PM,133XX S BRAINARD AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0433,004,10,55,06,1197792,1817144,2008,02/04/2016 06:33:39 AM,41.653083749,-87.55194424,"(41.653083749, -87.55194424)"
6340672,HP428396,07/02/2008 03:47:44 AM,050XX W ADAMS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1533,015,28,25,14,1142717,1898859,2008,02/04/2016 06:33:39 AM,41.878517651,-87.751439276,"(41.878517651, -87.751439276)"
6340673,HP428282,07/02/2008 01:00:00 AM,002XX W 63RD ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,true,false,0711,007,20,68,26,1175827,1863196,2008,02/04/2016 06:33:39 AM,41.779975054,-87.630937377,"(41.779975054, -87.630937377)"
6340675,HP428875,07/01/2008 10:00:00 PM,013XX N MAPLEWOOD AVE,0810,THEFT,OVER $500,STREET,false,false,1423,014,26,24,06,1159162,1908811,2008,02/04/2016 06:33:39 AM,41.905504978,-87.690782745,"(41.905504978, -87.690782745)"
6340678,HP425863,06/29/2008 11:00:00 PM,056XX S ARTESIAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0824,008,16,63,26,1160993,1867124,2008,02/04/2016 06:33:39 AM,41.791073647,-87.685212558,"(41.791073647, -87.685212558)"
6340679,HP421743,06/27/2008 01:00:00 PM,071XX S KEDZIE AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0831,008,18,66,08B,1156270,1857191,2008,02/04/2016 06:33:39 AM,41.763912421,-87.702797942,"(41.763912421, -87.702797942)"
6340681,HP423912,06/29/2008 09:00:00 PM,061XX S EVANS AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,0313,003,20,42,26,1182278,1864454,2008,02/04/2016 06:33:39 AM,41.78328009,-87.607248354,"(41.78328009, -87.607248354)"
6340683,HP428512,07/01/2008 11:00:00 PM,039XX W WABANSIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2535,025,30,23,14,1149679,1911007,2008,02/04/2016 06:33:39 AM,41.911720655,-87.725560057,"(41.911720655, -87.725560057)"
6340684,HP422777,05/14/2008 09:00:00 AM,100XX W OHARE ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",AIRPORT/AIRCRAFT,true,false,1651,016,41,76,11,1100658,1934241,2008,02/04/2016 06:33:39 AM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
6340685,HP427899,07/01/2008 08:45:00 PM,008XX W WINDSOR AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,2313,019,46,3,18,1169860,1930395,2008,02/04/2016 06:33:39 AM,41.964505819,-87.650854399,"(41.964505819, -87.650854399)"
6340687,HP425937,06/30/2008 09:30:00 PM,039XX W 65TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,0823,008,13,65,26,1151268,1861209,2008,02/04/2016 06:33:39 AM,41.775037618,-87.721026792,"(41.775037618, -87.721026792)"
6340688,HP426638,04/30/2008 12:00:00 PM,059XX S ASHLAND AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,GAS STATION,false,false,0713,007,15,67,11,1166686,1865425,2008,02/04/2016 06:33:39 AM,41.786291714,-87.664386014,"(41.786291714, -87.664386014)"
6340690,HP428471,07/02/2008 06:09:19 AM,052XX W VAN BUREN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1522,015,29,25,14,1141587,1897511,2008,02/04/2016 06:33:39 AM,41.874839515,-87.755621771,"(41.874839515, -87.755621771)"
6340692,HP428325,07/02/2008 01:28:00 AM,011XX W 61ST ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0712,007,16,68,08B,1169894,1864350,2008,02/04/2016 06:33:39 AM,41.783272695,-87.652655074,"(41.783272695, -87.652655074)"
6340695,HP428415,07/02/2008 04:17:08 AM,004XX N LARAMIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1523,015,28,25,14,1141629,1902341,2008,02/04/2016 06:33:39 AM,41.888092864,-87.755348129,"(41.888092864, -87.755348129)"
6340697,HP427675,07/01/2008 06:55:00 PM,056XX S KEELER AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0813,008,13,62,08B,1149327,1866928,2008,02/04/2016 06:33:39 AM,41.790769166,-87.727994734,"(41.790769166, -87.727994734)"
6340698,HP426982,06/25/2008 04:00:00 PM,087XX S ESCANABA AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0423,004,10,46,06,1196903,1847643,2008,02/04/2016 06:33:39 AM,41.736798142,-87.554187517,"(41.736798142, -87.554187517)"
6340699,HP428352,07/02/2008 01:43:00 AM,067XX S WOLCOTT AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,ALLEY,true,false,0726,007,15,67,26,1164849,1860001,2008,02/04/2016 06:33:39 AM,41.771446572,-87.671274511,"(41.771446572, -87.671274511)"
6340703,HP428132,06/23/2008 07:00:00 PM,003XX W 115TH ST,031A,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,0522,005,34,49,03,1175896,1828665,2008,02/04/2016 06:33:39 AM,41.685215952,-87.631716379,"(41.685215952, -87.631716379)"
6340704,HP426094,06/30/2008 10:15:00 PM,058XX S KEDZIE AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,ALLEY,true,false,0822,008,14,63,26,1156051,1865656,2008,02/04/2016 06:33:39 AM,41.787146052,-87.703373359,"(41.787146052, -87.703373359)"
6340705,HP426998,07/01/2008 01:05:00 PM,066XX S ST LAWRENCE AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,false,false,0321,003,20,42,26,1181376,1861082,2008,02/04/2016 06:33:39 AM,41.774047853,-87.610659248,"(41.774047853, -87.610659248)"
6340706,HP428170,07/01/2008 11:53:32 PM,002XX N LECLAIRE AVE,0560,ASSAULT,SIMPLE,APARTMENT,true,true,1532,015,28,25,08A,1142338,1901108,2008,02/04/2016 06:33:39 AM,41.884696228,-87.75277504,"(41.884696228, -87.75277504)"
6340708,HP428880,07/02/2008 10:00:00 AM,059XX W CHICAGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1511,015,29,25,14,1136633,1904728,2008,02/04/2016 06:33:39 AM,41.894733978,-87.773638244,"(41.894733978, -87.773638244)"
6340709,HP427125,06/27/2008 02:00:00 PM,090XX S HOUSTON AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0424,004,10,46,06,1198092,1845648,2008,02/04/2016 06:33:39 AM,41.731294084,-87.549898025,"(41.731294084, -87.549898025)"
6340710,HP427684,07/01/2008 06:50:22 PM,063XX S TROY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,0823,024,15,66,08B,1156480,1862324,2008,02/04/2016 06:33:39 AM,41.777993922,-87.701890109,"(41.777993922, -87.701890109)"
6340711,HP424643,06/26/2008 09:00:00 PM,055XX N LUNA AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,true,true,1623,016,45,11,02,1138191,1936408,2008,02/04/2016 06:33:39 AM,41.981639158,-87.767147599,"(41.981639158, -87.767147599)"
6340712,HP426962,07/01/2008 12:47:40 PM,005XX S PULASKI RD,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,false,false,1132,011,24,26,03,1149812,1897228,2008,02/04/2016 06:33:39 AM,41.873907046,-87.725430093,"(41.873907046, -87.725430093)"
6340713,HP425150,06/30/2008 03:10:00 PM,074XX S EBERHART AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,0323,003,6,69,26,1180864,1855778,2008,02/04/2016 06:33:39 AM,41.759504924,-87.612699024,"(41.759504924, -87.612699024)"
6340781,HP428996,07/02/2008 12:00:00 AM,015XX W 88TH ST,0890,THEFT,FROM BUILDING,OTHER,false,false,2221,022,21,71,06,1167406,1846368,2008,02/04/2016 06:33:39 AM,41.733981339,-87.662291179,"(41.733981339, -87.662291179)"
6340714,HP414266,06/24/2008 09:20:00 PM,026XX S CHRISTIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1032,010,22,30,14,1154457,1886258,2008,02/04/2016 06:33:39 AM,41.843712591,-87.708668785,"(41.843712591, -87.708668785)"
6340716,HP428425,07/02/2008 05:06:25 AM,059XX W CHICAGO AVE,0460,BATTERY,SIMPLE,STREET,false,false,1511,015,29,25,08B,1136578,1904727,2008,02/04/2016 06:33:39 AM,41.894732218,-87.773840271,"(41.894732218, -87.773840271)"
6340717,HP426241,07/01/2008 12:26:00 AM,063XX S CENTRAL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VACANT LOT/LAND,true,false,0813,008,13,64,15,1140175,1861783,2008,02/04/2016 06:33:39 AM,41.776822316,-87.761678954,"(41.776822316, -87.761678954)"
6340718,HP427535,06/30/2008 02:00:00 PM,075XX S DANTE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0411,004,5,43,06,1187181,1855277,2008,02/04/2016 06:33:39 AM,41.757982589,-87.589563532,"(41.757982589, -87.589563532)"
6340719,HP425175,06/30/2008 03:10:00 PM,055XX W BERTEAU AVE,2022,NARCOTICS,POSS: COCAINE,FACTORY/MANUFACTURING BUILDING,true,false,1624,016,38,15,18,1138644,1927377,2008,02/04/2016 06:33:39 AM,41.956849069,-87.765701625,"(41.956849069, -87.765701625)"
6340721,HP427698,07/01/2008 06:35:00 PM,062XX S WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,0825,008,15,66,08B,1161441,1863309,2008,02/04/2016 06:33:39 AM,41.780595495,-87.68367553,"(41.780595495, -87.68367553)"
6340723,HP428915,07/02/2008 01:00:00 AM,018XX S KARLOV AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1012,010,24,29,06,1149356,1890643,2008,02/04/2016 06:33:39 AM,41.855845871,-87.727275004,"(41.855845871, -87.727275004)"
6340724,HP427544,07/01/2008 05:28:24 PM,017XX E 95TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,0431,004,7,51,06,1189387,1842324,2008,02/04/2016 06:33:39 AM,41.722385688,-87.581893417,"(41.722385688, -87.581893417)"
6340725,HP424779,06/30/2008 11:43:00 AM,071XX S STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0323,003,6,69,06,1177527,1857426,2008,02/04/2016 06:33:39 AM,41.76410328,-87.624879224,"(41.76410328, -87.624879224)"
6340728,HP428332,07/02/2008 02:11:16 AM,057XX W RACE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1512,015,29,25,06,1138037,1903042,2008,02/04/2016 06:33:39 AM,41.890082133,-87.768522425,"(41.890082133, -87.768522425)"
6340729,HP427564,07/01/2008 05:00:00 PM,063XX S STONY ISLAND AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,0314,003,20,42,06,1187961,1863261,2008,02/04/2016 06:33:39 AM,41.779872827,-87.586450869,"(41.779872827, -87.586450869)"
6340730,HP428917,07/02/2008 03:00:00 AM,020XX N KOSTNER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2522,025,30,20,14,1146728,1913142,2008,02/04/2016 06:33:39 AM,41.917636178,-87.736346633,"(41.917636178, -87.736346633)"
6340731,HP428428,07/02/2008 05:00:14 AM,102XX S TORRENCE AVE,0810,THEFT,OVER $500,STREET,false,false,0431,004,10,51,06,1195493,1837494,2008,02/04/2016 06:33:39 AM,41.708983281,-87.559687357,"(41.708983281, -87.559687357)"
6340732,HP414745,06/24/2008 06:00:00 PM,014XX S PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,1011,010,24,29,14,1149951,1892771,2008,02/04/2016 06:33:39 AM,41.861673816,-87.725035704,"(41.861673816, -87.725035704)"
6340733,HP423592,06/28/2008 11:15:00 PM,001XX E MARQUETTE RD,0890,THEFT,FROM BUILDING,APARTMENT,true,false,0322,003,20,69,06,1178528,1860627,2008,02/04/2016 06:33:39 AM,41.772864484,-87.621113193,"(41.772864484, -87.621113193)"
6340734,HP428389,07/02/2008 02:00:00 AM,050XX W GUNNISON ST,0460,BATTERY,SIMPLE,STREET,false,false,1623,016,45,11,08B,1141946,1931780,2008,02/04/2016 06:33:39 AM,41.968870617,-87.753452825,"(41.968870617, -87.753452825)"
6340736,HP415364,06/25/2008 01:00:00 PM,022XX W 24TH ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,1034,010,25,31,24,1161829,1888043,2008,02/04/2016 06:33:39 AM,41.848460495,-87.681565274,"(41.848460495, -87.681565274)"
6340737,HP250088,03/29/2008 08:30:00 AM,055XX W QUINCY ST,0810,THEFT,OVER $500,STREET,false,false,1522,015,29,25,06,1139442,1898451,2008,02/04/2016 06:33:39 AM,41.877458347,-87.76347451,"(41.877458347, -87.76347451)"
6340738,HP428421,07/02/2008 04:45:00 AM,039XX N OLCOTT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1631,016,36,17,08B,1125356,1925336,2008,02/04/2016 06:33:39 AM,41.951479459,-87.814598536,"(41.951479459, -87.814598536)"
6340739,HP424783,06/30/2008 12:08:00 PM,040XX N MELVINA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1624,016,38,15,18,1134298,1926354,2008,02/04/2016 06:33:39 AM,41.954119735,-87.781703238,"(41.954119735, -87.781703238)"
6340740,HP428935,07/02/2008 12:00:00 PM,015XX N KOLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,false,2534,025,37,23,14,1147100,1909711,2008,02/04/2016 06:33:39 AM,41.908214056,-87.735067809,"(41.908214056, -87.735067809)"
6340742,HP426791,06/26/2008 03:00:00 AM,019XX E 69TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0332,003,5,43,06,1190553,1859611,2008,02/04/2016 06:33:39 AM,41.769794776,-87.577066072,"(41.769794776, -87.577066072)"
6340745,HP413717,06/27/2008 10:00:00 AM,006XX N CENTRAL PARK AVE,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,1121,011,27,23,06,1152270,1904019,2008,02/04/2016 06:33:39 AM,41.892494138,-87.716226125,"(41.892494138, -87.716226125)"
6340746,HP428431,07/02/2008 04:30:00 AM,035XX N NARRAGANSETT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1632,016,36,17,08B,1133056,1923055,2008,02/04/2016 06:33:39 AM,41.945088772,-87.786346471,"(41.945088772, -87.786346471)"
6340747,HP428930,07/01/2008 07:20:00 PM,064XX W IRVING PARK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,1632,016,38,17,14,1132734,1925901,2008,02/04/2016 06:33:39 AM,41.952904136,-87.787463415,"(41.952904136, -87.787463415)"
6340749,HP428472,07/01/2008 11:00:00 PM,067XX W HIGGINS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1613,016,41,10,14,1130087,1935382,2008,02/04/2016 06:33:39 AM,41.978966841,-87.796975954,"(41.978966841, -87.796975954)"
