ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6340750,HP428927,06/06/2008 03:40:00 PM,002XX N LA SALLE ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",STREET,false,false,0113,001,42,32,11,1175098,1901792,2008,02/04/2016 06:33:39 AM,41.885901992,-87.632455489,"(41.885901992, -87.632455489)"
6340753,HP428751,07/01/2008 09:00:00 PM,036XX N LAKE SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2323,019,46,6,14,1171748,1924996,2008,02/04/2016 06:33:39 AM,41.949649326,-87.64407246,"(41.949649326, -87.64407246)"
6340754,HP425985,06/30/2008 09:30:00 PM,055XX N OVERHILL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1613,016,41,10,18,1124005,1935682,2008,02/04/2016 06:33:39 AM,41.979892396,-87.819336744,"(41.979892396, -87.819336744)"
6340758,HP428495,07/01/2008 08:00:00 PM,056XX N MILWAUKEE AVE,0810,THEFT,OVER $500,STREET,false,false,1622,016,45,11,06,1136200,1936904,2008,02/04/2016 06:33:39 AM,41.983036105,-87.774458136,"(41.983036105, -87.774458136)"
6340761,HP418951,06/27/2008 12:00:00 AM,016XX N HONORE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1434,014,32,24,14,1163763,1910942,2008,02/04/2016 06:33:39 AM,41.911256775,-87.673821553,"(41.911256775, -87.673821553)"
6340763,HP428760,06/20/2008 10:00:00 PM,059XX N LEONARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1622,016,45,11,14,1136706,1939229,2008,02/04/2016 06:33:39 AM,41.989407023,-87.772541154,"(41.989407023, -87.772541154)"
6340764,HP426231,07/01/2008 12:05:00 AM,024XX S SPRINGFIELD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,OTHER,true,false,1013,010,22,30,15,1150761,1887609,2008,02/04/2016 06:33:39 AM,41.847492873,-87.722197177,"(41.847492873, -87.722197177)"
6340765,HP428921,07/01/2008 07:30:00 PM,061XX S ASHLAND AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,0713,007,15,67,06,1166724,1863986,2008,02/04/2016 06:33:39 AM,41.782342108,-87.664287741,"(41.782342108, -87.664287741)"
6340768,HP424387,06/30/2008 03:30:00 AM,075XX S ST LAWRENCE AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SIDEWALK,false,false,0624,006,6,69,17,1181538,1855247,2008,02/04/2016 06:33:39 AM,41.758032284,-87.610245211,"(41.758032284, -87.610245211)"
6340770,HP428977,06/30/2008 07:00:00 AM,044XX W OGDEN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE-GARAGE,false,false,1013,010,22,29,26,1147260,1887570,2008,02/04/2016 06:33:39 AM,41.847453501,-87.735047018,"(41.847453501, -87.735047018)"
6340771,HP428991,07/02/2008 09:00:00 AM,0000X E WACKER DR,0880,THEFT,PURSE-SNATCHING,RESTAURANT,false,false,0122,001,42,32,06,1176971,1902537,2008,02/04/2016 06:33:39 AM,41.887904127,-87.625554948,"(41.887904127, -87.625554948)"
6340772,HP428952,07/01/2008 09:00:00 PM,075XX S WOLCOTT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0611,006,18,71,06,1164996,1854632,2008,02/04/2016 06:33:39 AM,41.75671019,-87.670887227,"(41.75671019, -87.670887227)"
6340774,HP422564,06/29/2008 02:45:00 AM,007XX E 61ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0313,003,20,42,08B,1182362,1864732,2008,02/04/2016 06:33:39 AM,41.784041001,-87.606931775,"(41.784041001, -87.606931775)"
6340775,HP427978,07/01/2008 09:57:44 PM,036XX N HARLEM AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,true,false,1632,016,36,17,18,1127429,1923280,2008,02/04/2016 06:33:39 AM,41.945802872,-87.807024478,"(41.945802872, -87.807024478)"
6340777,HP420109,06/27/2008 05:00:00 PM,026XX S KARLOV AVE,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,1031,010,22,30,06,1149471,1886240,2008,02/04/2016 06:33:39 AM,41.843761255,-87.72696701,"(41.843761255, -87.72696701)"
6340779,HP418760,06/27/2008 08:02:36 AM,052XX W WASHINGTON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1522,015,28,25,18,1141266,1900246,2008,02/04/2016 06:33:39 AM,41.882350626,-87.7567329,"(41.882350626, -87.7567329)"
6340780,HP428807,07/01/2008 07:00:00 PM,032XX W WRIGHTWOOD AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,1412,014,35,22,06,1153927,1917095,2008,02/04/2016 06:33:39 AM,41.928342976,-87.709791496,"(41.928342976, -87.709791496)"
6340782,HP428928,07/02/2008 12:00:00 PM,024XX N KEDZIE BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1413,014,35,22,14,1154633,1915929,2008,02/04/2016 06:33:39 AM,41.925129262,-87.707228469,"(41.925129262, -87.707228469)"
6340783,HP419692,06/26/2008 08:00:00 PM,014XX S KEELER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,false,false,1011,010,24,29,07,1148615,1892851,2008,02/04/2016 06:33:39 AM,41.861919216,-87.729937907,"(41.861919216, -87.729937907)"
6340784,HP428974,07/02/2008 10:00:00 AM,017XX N KEATING AVE,0320,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,false,true,2533,025,37,25,03,1144455,1911220,2008,02/04/2016 06:33:39 AM,41.912405125,-87.744746263,"(41.912405125, -87.744746263)"
6340785,HP429002,07/01/2008 07:00:00 AM,070XX S ASHLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,false,false,0735,007,17,67,11,1166897,1858031,2008,02/04/2016 06:33:39 AM,41.765997125,-87.66382344,"(41.765997125, -87.66382344)"
6340786,HP428826,07/01/2008 11:00:00 PM,003XX S PEORIA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1213,012,2,28,14,1170463,1898703,2008,02/04/2016 06:33:39 AM,41.877528181,-87.649566442,"(41.877528181, -87.649566442)"
6340787,HP429007,07/01/2008 08:00:00 PM,028XX W EASTWOOD AVE,0810,THEFT,OVER $500,STREET,false,false,1713,017,33,14,06,1156741,1930713,2008,02/04/2016 06:33:39 AM,41.965655038,-87.699080705,"(41.965655038, -87.699080705)"
6340790,HP428905,07/01/2008 08:00:00 PM,016XX W BYRON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,1923,019,47,6,14,1164792,1925965,2008,02/04/2016 06:33:39 AM,41.952458964,-87.669614119,"(41.952458964, -87.669614119)"
6340791,HP428382,07/02/2008 03:17:52 AM,042XX W MAYPOLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1114,011,28,26,14,1148007,1901115,2008,02/04/2016 06:33:39 AM,41.884608309,-87.731957258,"(41.884608309, -87.731957258)"
6340794,HP429013,06/24/2008 04:00:00 AM,009XX W ARMITAGE AVE,0810,THEFT,OVER $500,STREET,false,false,1812,018,43,7,06,1169510,1913486,2008,02/04/2016 06:33:39 AM,41.918114451,-87.652634924,"(41.918114451, -87.652634924)"
6340796,HP429026,07/02/2008 12:00:00 AM,020XX W 67TH PL,0810,THEFT,OVER $500,STREET,false,false,0726,007,15,67,06,1163997,1859890,2008,02/04/2016 06:33:39 AM,41.771159928,-87.67440078,"(41.771159928, -87.67440078)"
6340802,HP422037,06/27/2008 07:00:00 PM,107XX S EDBROOKE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0513,005,9,49,07,1179144,1833887,2008,02/04/2016 06:33:39 AM,41.699472661,-87.619667934,"(41.699472661, -87.619667934)"
6340803,HP423883,06/29/2008 08:32:00 PM,017XX E 71ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0324,003,5,43,18,1189191,1858223,2008,02/04/2016 06:33:39 AM,41.766018743,-87.582102926,"(41.766018743, -87.582102926)"
6340804,HP428234,07/02/2008 12:30:00 AM,008XX N KOLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1111,011,37,23,08B,1147222,1905275,2008,02/04/2016 06:33:39 AM,41.89603887,-87.734733346,"(41.89603887, -87.734733346)"
6340809,HP428385,07/01/2008 10:30:00 PM,108XX S CALUMET AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0513,005,9,49,07,1180500,1833233,2008,02/04/2016 06:33:39 AM,41.697647054,-87.61472287,"(41.697647054, -87.61472287)"
6340811,HP424021,06/29/2008 08:33:00 PM,007XX E 63RD ST,2027,NARCOTICS,POSS: CRACK,OTHER,true,false,0313,003,20,42,18,1182187,1863397,2008,02/04/2016 06:33:39 AM,41.780381693,-87.607614693,"(41.780381693, -87.607614693)"
6340812,HP426117,06/30/2008 11:15:00 PM,049XX W ADDISON ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,true,false,1634,016,38,15,18,1142797,1923480,2008,02/04/2016 06:33:39 AM,41.946078852,-87.750531238,"(41.946078852, -87.750531238)"
6340813,HP428938,07/01/2008 10:45:00 AM,015XX E 55TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,false,2132,002,5,41,26,1187444,1868839,2008,02/04/2016 06:33:39 AM,41.795191599,-87.588168999,"(41.795191599, -87.588168999)"
6340820,HP429046,07/02/2008 11:55:00 AM,020XX N RACINE AVE,0810,THEFT,OVER $500,STREET,false,false,1811,018,43,7,06,1167982,1913691,2008,02/04/2016 06:33:39 AM,41.918710126,-87.658242928,"(41.918710126, -87.658242928)"
6340821,HP425960,06/30/2008 09:40:00 PM,070XX S ST LAWRENCE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0322,003,6,69,18,1181458,1858289,2008,02/04/2016 06:33:39 AM,41.766381692,-87.61044471,"(41.766381692, -87.61044471)"
6340823,HP428067,07/01/2008 09:00:00 AM,118XX S LAFAYETTE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0522,005,34,53,07,1178041,1826488,2008,02/04/2016 06:33:39 AM,41.679193731,-87.623929721,"(41.679193731, -87.623929721)"
6340825,HP428238,07/02/2008 12:00:00 AM,042XX W GLADYS AVE,0460,BATTERY,SIMPLE,APARTMENT,true,false,1132,011,24,26,08B,1148268,1898019,2008,02/04/2016 06:33:39 AM,41.87610751,-87.731078602,"(41.87610751, -87.731078602)"
6340826,HP429057,07/02/2008 12:00:00 PM,010XX N LAKE SHORE DR,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,1824,018,42,8,06,1177305,1907265,2008,02/04/2016 06:33:39 AM,41.900870422,-87.624184899,"(41.900870422, -87.624184899)"
6340830,HP418221,06/26/2008 09:30:00 PM,066XX S MAY ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,0724,007,17,68,18,1169795,1860731,2008,02/04/2016 06:33:39 AM,41.773343872,-87.653122995,"(41.773343872, -87.653122995)"
6340831,HP425685,06/30/2008 07:35:00 PM,061XX S VERNON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0313,003,20,42,18,1180302,1864502,2008,02/04/2016 06:33:39 AM,41.783457367,-87.614491487,"(41.783457367, -87.614491487)"
6340837,HP428175,07/02/2008 12:01:00 AM,042XX W MAYPOLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1114,011,28,26,14,1148082,1901116,2008,02/04/2016 06:33:39 AM,41.884609611,-87.73168182,"(41.884609611, -87.73168182)"
6340839,HP424028,06/29/2008 10:10:00 PM,065XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0321,003,20,42,18,1182684,1861922,2008,02/04/2016 06:33:39 AM,41.776322631,-87.605838376,"(41.776322631, -87.605838376)"
6340840,HP426343,07/01/2008 03:00:00 AM,126XX S MICHIGAN AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.),false,false,0532,005,9,53,07,1179167,1820938,2008,02/04/2016 06:33:39 AM,41.663938169,-87.619976294,"(41.663938169, -87.619976294)"
6340847,HP421317,06/28/2008 01:00:00 PM,071XX S RHODES AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0323,003,6,69,18,1181139,1857898,2008,02/04/2016 06:33:39 AM,41.765316099,-87.611625977,"(41.765316099, -87.611625977)"
6340852,HP426064,06/30/2008 10:53:58 PM,032XX N OSCEOLA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1631,016,36,17,18,1125852,1920663,2008,02/04/2016 06:33:39 AM,41.938647929,-87.812879513,"(41.938647929, -87.812879513)"
6340855,HP429070,07/01/2008 03:00:00 PM,060XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0712,007,16,68,14,1170017,1864736,2008,02/04/2016 06:33:39 AM,41.784329252,-87.652192905,"(41.784329252, -87.652192905)"
6340856,HP428478,07/02/2008 12:00:00 AM,001XX N CENTRAL PARK DR,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,PARK PROPERTY,false,false,1122,011,28,27,14,1152428,1900773,2008,02/04/2016 06:33:39 AM,41.883583662,-87.715731653,"(41.883583662, -87.715731653)"
6340860,HP392364,06/13/2008 08:22:24 AM,076XX S SOUTH SHORE DR,2027,NARCOTICS,POSS: CRACK,APARTMENT,true,false,0421,004,7,43,18,1196820,1855275,2008,02/04/2016 06:33:39 AM,41.757742987,-87.554238424,"(41.757742987, -87.554238424)"
6340864,HP428218,07/01/2008 12:15:00 AM,069XX S EUCLID AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,true,0332,003,5,43,03,1190405,1859442,2008,02/04/2016 06:33:39 AM,41.769334596,-87.57761401,"(41.769334596, -87.57761401)"
6340874,HP427947,07/01/2008 08:55:10 PM,070XX S PAXTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0331,003,5,43,18,1192103,1858518,2008,02/04/2016 06:33:39 AM,41.76675796,-87.571420043,"(41.76675796, -87.571420043)"
6340878,HP424124,06/29/2008 11:47:00 PM,065XX S WOLCOTT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0726,007,15,67,18,1164812,1861244,2008,02/04/2016 06:33:39 AM,41.774858311,-87.67137507,"(41.774858311, -87.67137507)"
6340882,HP428806,07/02/2008 09:54:00 AM,046XX S EMERALD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER,true,false,0935,009,11,61,26,1172080,1874091,2008,02/04/2016 06:33:39 AM,41.809955276,-87.644354249,"(41.809955276, -87.644354249)"
6340884,HP418305,06/26/2008 10:55:00 PM,064XX S WOOD ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0726,007,15,67,18,1165450,1861882,2008,02/04/2016 06:33:39 AM,41.776595567,-87.669018183,"(41.776595567, -87.669018183)"
6340886,HP428559,07/01/2008 07:00:00 PM,047XX N CLARENDON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2312,019,46,3,14,1170061,1931597,2008,02/04/2016 06:33:39 AM,41.967799746,-87.65008014,"(41.967799746, -87.65008014)"
6340892,HP426139,06/30/2008 11:07:00 PM,061XX S KENWOOD AVE,2027,NARCOTICS,POSS: CRACK,NURSING HOME/RETIREMENT HOME,true,false,0314,003,20,42,18,1186129,1864575,2008,02/04/2016 06:33:39 AM,41.783522021,-87.593125671,"(41.783522021, -87.593125671)"
6340900,HP425955,06/30/2008 09:30:00 PM,067XX S STONY ISLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,0332,003,5,43,18,1188025,1860797,2008,02/04/2016 06:33:39 AM,41.773109884,-87.586294711,"(41.773109884, -87.586294711)"
6340904,HP428254,07/02/2008 12:45:00 AM,002XX E 71ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0323,003,6,69,08B,1178978,1857992,2008,02/04/2016 06:33:39 AM,41.765623528,-87.619543785,"(41.765623528, -87.619543785)"
6340911,HP426079,06/30/2008 10:30:00 PM,050XX N HARLEM AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,1613,016,41,10,18,1127354,1933002,2008,02/04/2016 06:33:39 AM,41.972482392,-87.807080701,"(41.972482392, -87.807080701)"
6340912,HP419177,06/27/2008 12:00:00 AM,020XX W CORTEZ ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1312,012,32,24,26,1162617,1906994,2008,02/04/2016 06:33:39 AM,41.900447276,-87.678142348,"(41.900447276, -87.678142348)"
6340913,HP428645,07/01/2008 10:00:00 PM,080XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0612,006,21,71,14,1170380,1851539,2008,02/04/2016 06:33:39 AM,41.748107129,-87.651245701,"(41.748107129, -87.651245701)"
6340926,HP426162,06/30/2008 11:45:00 PM,074XX S KIMBARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0324,003,5,43,14,1186166,1855989,2008,02/04/2016 06:33:39 AM,41.759960405,-87.593260897,"(41.759960405, -87.593260897)"
6340929,HP414354,06/24/2008 10:05:00 PM,071XX S HALSTED ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0733,007,6,68,18,1172205,1857421,2008,02/04/2016 06:33:39 AM,41.764208187,-87.644385708,"(41.764208187, -87.644385708)"
6340933,HP428774,07/02/2008 06:00:00 AM,030XX S BONFIELD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0923,009,11,60,14,1169614,1884545,2008,02/04/2016 06:33:39 AM,41.83869598,-87.653095578,"(41.83869598, -87.653095578)"
6340935,HP429035,07/02/2008 05:00:00 AM,057XX W MIDWAY PARK,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1512,015,29,25,07,1137937,1902652,2008,02/04/2016 06:33:39 AM,41.889013728,-87.768899098,"(41.889013728, -87.768899098)"
6340964,HP429109,07/02/2008 12:30:00 PM,009XX W ADAMS ST,0810,THEFT,OVER $500,STREET,false,false,1213,012,2,28,06,1170021,1899291,2008,02/04/2016 06:33:39 AM,41.879151347,-87.651172178,"(41.879151347, -87.651172178)"
6340965,HP427870,07/01/2008 08:35:00 PM,034XX N OSCEOLA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, GROUNDS",true,false,1631,016,36,17,18,1125809,1921961,2008,02/04/2016 06:33:39 AM,41.942210517,-87.813008596,"(41.942210517, -87.813008596)"
6340978,HP429133,05/29/2008 09:00:00 AM,076XX S CICERO AVE,0870,THEFT,POCKET-PICKING,DEPARTMENT STORE,false,false,0833,008,13,65,06,1145727,1853720,2008,02/04/2016 06:33:39 AM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
6340981,HP428258,07/02/2008 12:01:00 AM,014XX E 71ST ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,0332,003,5,43,26,1186806,1858201,2008,02/04/2016 06:33:39 AM,41.766015201,-87.590845351,"(41.766015201, -87.590845351)"
6340983,HP429125,07/01/2008 10:30:00 PM,018XX S CALUMET AVE,0810,THEFT,OVER $500,STREET,false,false,0133,001,2,33,06,1178756,1891402,2008,02/04/2016 06:33:39 AM,41.857308478,-87.619340066,"(41.857308478, -87.619340066)"
6340984,HP428730,07/01/2008 01:30:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,false,false,0124,001,42,32,06,1178694,1901250,2008,02/04/2016 06:33:39 AM,41.884333364,-87.619266937,"(41.884333364, -87.619266937)"
6340990,HP420171,06/27/2008 09:29:00 PM,078XX S ESSEX AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,0421,004,7,43,18,1194222,1853393,2008,02/04/2016 06:33:39 AM,41.752642802,-87.56382127,"(41.752642802, -87.56382127)"
6341004,HP429072,07/02/2008 01:15:00 PM,039XX W CONGRESS PKWY,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1132,011,24,26,26,1150237,1897402,2008,02/04/2016 06:33:39 AM,41.874376252,-87.723865145,"(41.874376252, -87.723865145)"
6341008,HP429164,07/01/2008 08:00:00 PM,025XX W THOMAS ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1312,012,1,24,06,1159295,1907231,2008,02/04/2016 06:33:39 AM,41.901166595,-87.690337693,"(41.901166595, -87.690337693)"
6341009,HP429156,07/02/2008 01:15:00 PM,011XX S HAMILTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,false,false,1224,012,2,28,26,1162121,1895023,2008,02/04/2016 06:33:39 AM,41.867608211,-87.680298775,"(41.867608211, -87.680298775)"
6341011,HP420191,06/27/2008 09:40:44 PM,031XX E 77TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,true,false,0421,004,7,43,18,1197993,1855443,2008,02/04/2016 06:33:39 AM,41.758174759,-87.549934016,"(41.758174759, -87.549934016)"
6341020,HP428283,07/01/2008 02:47:00 PM,015XX E 71ST PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,true,false,0324,003,5,43,26,1187728,1857888,2008,02/04/2016 06:33:39 AM,41.765134412,-87.587475897,"(41.765134412, -87.587475897)"
6341026,HP429190,06/25/2008 12:00:00 AM,015XX N WOOD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1433,014,1,24,07,1164117,1910238,2008,02/04/2016 06:33:39 AM,41.909317474,-87.672541002,"(41.909317474, -87.672541002)"
6341028,HP429178,07/02/2008 12:00:00 AM,085XX S ELIZABETH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0613,006,21,71,11,1169484,1848061,2008,02/04/2016 06:33:39 AM,41.73858246,-87.654629457,"(41.73858246, -87.654629457)"
6341035,HP429146,06/23/2008 06:25:00 PM,047XX W HARRISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1131,011,24,25,11,1144812,1896930,2008,02/04/2016 06:33:39 AM,41.873185004,-87.743795434,"(41.873185004, -87.743795434)"
6341037,HP429127,07/02/2008 01:30:00 PM,028XX N ALBANY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1411,014,35,21,18,1155221,1918653,2008,02/04/2016 06:33:39 AM,41.932592326,-87.704994526,"(41.932592326, -87.704994526)"
6341038,HP428557,07/01/2008 01:00:00 AM,003XX W 116TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0522,005,34,53,26,1176154,1828007,2008,02/04/2016 06:33:39 AM,41.683404529,-87.630791551,"(41.683404529, -87.630791551)"
6341055,HP428668,07/02/2008 09:38:00 AM,023XX E 71ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GOVERNMENT BUILDING/PROPERTY,false,false,0334,003,5,43,14,1193054,1858302,2008,02/04/2016 06:33:39 AM,41.76614207,-87.567941368,"(41.76614207, -87.567941368)"
6341076,HP425236,06/30/2008 01:43:00 PM,061XX S EBERHART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,true,true,0313,003,20,42,08B,1180638,1864334,2008,02/04/2016 06:33:39 AM,41.782988644,-87.613264765,"(41.782988644, -87.613264765)"
6341084,HP429207,06/30/2008 12:00:00 AM,019XX S MAY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1233,012,25,31,07,1169097,1891008,2008,02/04/2016 06:33:39 AM,41.856442245,-87.654805322,"(41.856442245, -87.654805322)"
6341088,HP427038,07/01/2008 01:00:00 PM,016XX N CLAREMONT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1434,014,1,24,06,1160440,1910946,2008,02/04/2016 06:33:39 AM,41.911337217,-87.686029033,"(41.911337217, -87.686029033)"
6341095,HP425486,06/30/2008 05:44:54 PM,061XX S DREXEL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0313,003,20,42,14,1183066,1864341,2008,02/04/2016 06:33:39 AM,41.782951712,-87.604362828,"(41.782951712, -87.604362828)"
6341104,HP428753,07/01/2008 10:15:00 PM,002XX S CANAL ST,0870,THEFT,POCKET-PICKING,STREET,false,false,0111,001,2,28,06,1173177,1899241,2008,02/04/2016 06:33:39 AM,41.878944724,-87.639585472,"(41.878944724, -87.639585472)"
6341106,HP429213,06/28/2008 06:00:00 PM,001XX S STATE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,false,false,0123,001,42,32,11,1176400,1899863,2008,02/04/2016 06:33:39 AM,41.880579428,-87.627732563,"(41.880579428, -87.627732563)"
6341107,HP429243,05/26/2008 12:00:00 AM,051XX S HYDE PARK BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,2132,002,4,41,11,1188373,1871076,2008,02/04/2016 06:33:39 AM,41.801307936,-87.584690956,"(41.801307936, -87.584690956)"
6341111,HP429245,07/02/2008 12:00:00 PM,002XX W 87TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,0622,006,21,44,07,1176436,1847222,2008,02/04/2016 06:33:39 AM,41.736126864,-87.629184056,"(41.736126864, -87.629184056)"
6341115,HP429191,07/01/2008 04:50:00 PM,0000X E VAN BUREN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,false,false,0123,001,2,32,26,1177059,1898560,2008,02/04/2016 06:33:39 AM,41.87698903,-87.625352272,"(41.87698903, -87.625352272)"
6341117,HP429138,06/24/2008 12:01:00 AM,029XX N LUNA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,2514,025,31,19,14,1138860,1919039,2008,02/04/2016 06:33:39 AM,41.933964841,-87.765110743,"(41.933964841, -87.765110743)"
6341118,HP428762,04/01/2008 12:00:00 PM,012XX N PARKSIDE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2531,025,29,25,06,1138450,1907693,2008,02/04/2016 06:33:39 AM,41.902837582,-87.766892909,"(41.902837582, -87.766892909)"
6341119,HP429140,07/02/2008 01:00:00 PM,023XX N MELVINA AVE,0560,ASSAULT,SIMPLE,STREET,false,false,2512,025,29,19,08A,1134690,1914820,2008,02/04/2016 06:33:39 AM,41.922462239,-87.780535588,"(41.922462239, -87.780535588)"
6341120,HP428601,04/01/2008 12:00:00 AM,048XX W WARWICK AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,false,false,1634,016,45,15,11,1143387,1924493,2008,02/04/2016 06:33:39 AM,41.948847587,-87.748337156,"(41.948847587, -87.748337156)"
